#"Potential Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)"
421576.73760813044,503.3633551320571,249.40569430706785,1.1486456227781827
421492.30010813044,501.2433061362117,249.40569430706785,1.1486456227781827
423249.61260813044,497.9794723395981,249.40569430706785,1.1486456227781827
422664.80010813044,502.7789850354033,249.40569430706785,1.1486456227781827
423050.80010813044,501.59740174586574,249.40569430706785,1.1486456227781827
423185.67510813044,501.83594237911456,249.40569430706785,1.1486456227781827
421867.05010813044,497.14976457667836,249.40569430706785,1.1486456227781827
422333.67510813044,494.69041023720104,249.40569430706785,1.1486456227781827
422051.92510813044,493.3619605304196,249.40569430706785,1.1486456227781827
422631.23760813044,504.010461346327,249.40569430706785,1.1486456227781827
422781.80010813044,494.3012298155048,249.40569430706785,1.1486456227781827
421660.23760813044,501.5547414339424,249.40569430706785,1.1486456227781827
421740.48760813044,496.14257694801375,249.40569430706785,1.1486456227781827
422502.73760813044,501.2410097673682,249.40569430706785,1.1486456227781827
424011.92510813044,497.77171613246145,249.40569430706785,1.1486456227781827
422887.30010813044,501.61655109159165,249.40569430706785,1.1486456227781827
422759.23760813044,501.2142894705169,249.40569430706785,1.1486456227781827
421084.92510813044,502.0405485658912,249.40569430706785,1.1486456227781827
423056.98760813044,498.08305126240816,249.40569430706785,1.1486456227781827
423495.92510813044,499.05164686689227,249.40569430706785,1.1486456227781827
422788.11260813044,497.9081821410214,249.40569430706785,1.1486456227781827
422627.86260813044,500.10831152694726,249.40569430706785,1.1486456227781827
422405.17510813044,499.95193752444874,249.40569430706785,1.1486456227781827
421901.17510813044,500.3401101835807,249.40569430706785,1.1486456227781827
423186.17510813044,503.8329079917291,249.40569430706785,1.1486456227781827
422046.92510813044,497.91630206027213,249.40569430706785,1.1486456227781827
422045.48760813044,504.9006390275821,249.40569430706785,1.1486456227781827
422187.05010813044,494.9740378915978,249.40569430706785,1.1486456227781827
423710.05010813044,500.8039765160799,249.40569430706785,1.1486456227781827
422919.86260813044,501.3623505762985,249.40569430706785,1.1486456227781827
422820.17510813044,500.3793959897327,249.40569430706785,1.1486456227781827
420622.98760813044,502.7581291815131,249.40569430706785,1.1486456227781827
423013.98760813044,496.37211363336195,249.40569430706785,1.1486456227781827
423376.67510813044,505.0321817039577,249.40569430706785,1.1486456227781827
420339.67510813044,501.10455616549035,249.40569430706785,1.1486456227781827
422553.61260813044,502.4340370826086,249.40569430706785,1.1486456227781827
423146.55010813044,502.0516971969676,249.40569430706785,1.1486456227781827
421663.42510813044,503.3941679239495,249.40569430706785,1.1486456227781827
422044.23760813044,500.7572162725291,249.40569430706785,1.1486456227781827
422773.17510813044,499.887383423837,249.40569430706785,1.1486456227781827
421808.36260813044,504.4286392266422,249.40569430706785,1.1486456227781827
421855.17510813044,494.0948387745463,249.40569430706785,1.1486456227781827
421893.55010813044,504.0178800283274,249.40569430706785,1.1486456227781827
422652.92510813044,498.4171966703937,249.40569430706785,1.1486456227781827
420671.61260813044,502.8893630763009,249.40569430706785,1.1486456227781827
421722.80010813044,500.41675537449447,249.40569430706785,1.1486456227781827
421452.80010813044,497.91862939409214,249.40569430706785,1.1486456227781827
421742.80010813044,505.7047783782004,249.40569430706785,1.1486456227781827
423175.80010813044,502.0676534254934,249.40569430706785,1.1486456227781827
422411.17510813044,504.16286594371564,249.40569430706785,1.1486456227781827
422482.36260813044,502.2760505789237,249.40569430706785,1.1486456227781827
421757.73760813044,496.87025527117447,249.40569430706785,1.1486456227781827
422429.05010813044,494.76686370177623,249.40569430706785,1.1486456227781827
420945.05010813044,502.52835685997235,249.40569430706785,1.1486456227781827
423421.67510813044,495.5132681519315,249.40569430706785,1.1486456227781827
421344.98760813044,497.9110542276775,249.40569430706785,1.1486456227781827
421941.61260813044,498.63506417153263,249.40569430706785,1.1486456227781827
421886.42510813044,502.2554228598056,249.40569430706785,1.1486456227781827
421301.86260813044,501.2781793236194,249.40569430706785,1.1486456227781827
422454.05010813044,499.4217378461533,249.40569430706785,1.1486456227781827
422769.17510813044,504.2929592807275,249.40569430706785,1.1486456227781827
423676.05010813044,498.26776226040295,249.40569430706785,1.1486456227781827
422731.80010813044,502.1704741806432,249.40569430706785,1.1486456227781827
422793.17510813044,502.44037262524364,249.40569430706785,1.1486456227781827
422366.61260813044,500.18623096143335,249.40569430706785,1.1486456227781827
422661.30010813044,501.03497354108026,249.40569430706785,1.1486456227781827
422218.30010813044,499.55030958782817,249.40569430706785,1.1486456227781827
422379.92510813044,503.65897293399433,249.40569430706785,1.1486456227781827
422773.98760813044,500.7212703971299,249.40569430706785,1.1486456227781827
422102.67510813044,503.0926353840631,249.40569430706785,1.1486456227781827
422481.36260813044,503.56831629307106,249.40569430706785,1.1486456227781827
422756.17510813044,505.5528684048409,249.40569430706785,1.1486456227781827
422175.05010813044,507.56315065604053,249.40569430706785,1.1486456227781827
422503.92510813044,499.4652799734477,249.40569430706785,1.1486456227781827
422486.17510813044,499.843772086368,249.40569430706785,1.1486456227781827
422837.55010813044,499.66580692642634,249.40569430706785,1.1486456227781827
421254.67510813044,503.4398646759912,249.40569430706785,1.1486456227781827
422284.42510813044,489.6319677922016,249.40569430706785,1.1486456227781827
421363.80010813044,499.14223920986495,249.40569430706785,1.1486456227781827
421993.73760813044,500.39329839546923,249.40569430706785,1.1486456227781827
422218.67510813044,506.06064737680055,249.40569430706785,1.1486456227781827
421150.80010813044,499.8369694522988,249.40569430706785,1.1486456227781827
422914.42510813044,506.9587431735545,249.40569430706785,1.1486456227781827
422065.05010813044,497.0987469575892,249.40569430706785,1.1486456227781827
414821.80010813044,504.5987908610623,249.40569430706785,1.1486456227781827
414431.80010813044,501.32208747943406,249.40569430706785,1.1486456227781827
413548.80010813044,503.8437245254973,249.40569430706785,1.1486456227781827
413341.92510813044,498.62048027949686,249.40569430706785,1.1486456227781827
413403.30010813044,499.50745956099746,249.40569430706785,1.1486456227781827
414989.73760813044,498.76310382292763,249.40569430706785,1.1486456227781827
414291.23760813044,497.47891239093775,249.40569430706785,1.1486456227781827
415228.11260813044,503.4482265007577,249.40569430706785,1.1486456227781827
414241.92510813044,497.72751684738,249.40569430706785,1.1486456227781827
415193.92510813044,497.27839952550477,249.40569430706785,1.1486456227781827
414222.42510813044,507.1382791817514,249.40569430706785,1.1486456227781827
414211.86260813044,502.6496870043483,249.40569430706785,1.1486456227781827
413101.67510813044,504.821143621514,249.40569430706785,1.1486456227781827
414144.36260813044,494.5444442904143,249.40569430706785,1.1486456227781827
414248.55010813044,499.9303154623679,249.40569430706785,1.1486456227781827
414148.92510813044,494.369220301786,249.40569430706785,1.1486456227781827
413160.30010813044,501.0534017971626,249.40569430706785,1.1486456227781827
414684.80010813044,501.86186854021076,249.40569430706785,1.1486456227781827
413858.92510813044,499.65140227873394,249.40569430706785,1.1486456227781827
415278.30010813044,500.41561199873917,249.40569430706785,1.1486456227781827
414147.30010813044,496.2621328194864,249.40569430706785,1.1486456227781827
414507.17510813044,498.7766767561964,249.40569430706785,1.1486456227781827
414044.80010813044,501.40908854778974,249.40569430706785,1.1486456227781827
414011.30010813044,501.0335929264569,249.40569430706785,1.1486456227781827
414660.92510813044,498.2463045135411,249.40569430706785,1.1486456227781827
414316.92510813044,499.1189450042672,249.40569430706785,1.1486456227781827
414906.61260813044,495.99199767408317,249.40569430706785,1.1486456227781827
415718.55010813044,501.60570771443093,249.40569430706785,1.1486456227781827
414227.05010813044,504.7959798989111,249.40569430706785,1.1486456227781827
413366.80010813044,501.9242359694808,249.40569430706785,1.1486456227781827
413275.48760813044,499.2920766501767,249.40569430706785,1.1486456227781827
414798.05010813044,498.1372099670523,249.40569430706785,1.1486456227781827
413978.17510813044,499.1681291020447,249.40569430706785,1.1486456227781827
414515.05010813044,497.11855457396484,249.40569430706785,1.1486456227781827
414438.05010813044,499.24539513177245,249.40569430706785,1.1486456227781827
414501.73760813044,505.34477238989774,249.40569430706785,1.1486456227781827
413948.92510813044,497.98998135435767,249.40569430706785,1.1486456227781827
413537.36260813044,499.9940961691586,249.40569430706785,1.1486456227781827
414183.67510813044,501.622488470309,249.40569430706785,1.1486456227781827
414596.80010813044,501.2692689461402,249.40569430706785,1.1486456227781827
414185.61260813044,500.451946002208,249.40569430706785,1.1486456227781827
414442.36260813044,506.78704173852384,249.40569430706785,1.1486456227781827
414042.30010813044,500.7885415853277,249.40569430706785,1.1486456227781827
412977.86260813044,499.38091018282,249.40569430706785,1.1486456227781827
413741.80010813044,499.8165359621631,249.40569430706785,1.1486456227781827
414314.80010813044,495.9018009469019,249.40569430706785,1.1486456227781827
415282.80010813044,499.9713354392989,249.40569430706785,1.1486456227781827
414101.48760813044,502.9913415633298,249.40569430706785,1.1486456227781827
413476.48760813044,502.3276935139621,249.40569430706785,1.1486456227781827
415178.36260813044,493.904922966428,249.40569430706785,1.1486456227781827
414159.80010813044,501.8774154837693,249.40569430706785,1.1486456227781827
414441.42510813044,500.0281514578876,249.40569430706785,1.1486456227781827
413980.92510813044,503.0182825268904,249.40569430706785,1.1486456227781827
415197.67510813044,504.39151778887106,249.40569430706785,1.1486456227781827
414518.30010813044,498.92853574302575,249.40569430706785,1.1486456227781827
414632.67510813044,502.9783929745051,249.40569430706785,1.1486456227781827
414941.61260813044,497.75015180076775,249.40569430706785,1.1486456227781827
415231.42510813044,503.3446594798349,249.40569430706785,1.1486456227781827
414506.73760813044,502.27771117909913,249.40569430706785,1.1486456227781827
413807.05010813044,506.0149748646916,249.40569430706785,1.1486456227781827
415010.67510813044,505.5840215842724,249.40569430706785,1.1486456227781827
413646.30010813044,501.1404397869242,249.40569430706785,1.1486456227781827
414048.73760813044,498.17211270872957,249.40569430706785,1.1486456227781827
414908.55010813044,499.0552030291568,249.40569430706785,1.1486456227781827
414077.11260813044,503.1100252398798,249.40569430706785,1.1486456227781827
414982.42510813044,497.51361619633224,249.40569430706785,1.1486456227781827
413967.30010813044,498.76822183526065,249.40569430706785,1.1486456227781827
415304.92510813044,499.16391260814805,249.40569430706785,1.1486456227781827
414616.73760813044,495.38206714188783,249.40569430706785,1.1486456227781827
413595.36260813044,496.65414328624206,249.40569430706785,1.1486456227781827
414529.17510813044,499.63066245679016,249.40569430706785,1.1486456227781827
